,index,point,frame,ballx,bally,playerAx,playerAy,playerBx,playerBy,hitplayer,bouncehit,foreback,direction,Server,Returner,Game,winner,ballx_f,bally_f,playerAx_f,playerAy_f,playerBx_f,playerBy_f,hitplayer_x,hitplayer_y,waitplayer_x,waitplayer_y,nth
1885,1885,287,248306.0,0.21,27.28,4.91,4.46,1.78,27.28,Nakashima,Hit,Back,Cross,Nishioka,Nakashima,2-5,Nakashima,-5.275,15.39,-0.5750000000000002,-7.430000000000001,-3.705,15.39,-3.705,15.39,-0.5750000000000002,-7.430000000000001,5
1891,1891,291,250355.0,9.58,21.9,3.79,-3.12,8.24,21.9,Nakashima,Hit,Fore,Cross,Nakashima,Nishioka,3-5,Nakashima,4.095,10.009999999999998,-1.6950000000000003,-15.010000000000002,2.755,10.009999999999998,2.755,10.009999999999998,-1.6950000000000003,-15.010000000000002,3
1895,1895,291,250449.0,4.96,21.4,3.82,-2.04,3.42,21.4,Nakashima,Hit,Fore,Cross,Nakashima,Nishioka,3-5,Nakashima,-0.5250000000000004,9.509999999999998,-1.6650000000000005,-13.93,-2.0650000000000004,9.509999999999998,-2.0650000000000004,9.509999999999998,-1.6650000000000005,-13.93,7
1908,1908,297,256036.0,3.94,-1.88,5.21,-1.88,5.84,26.26,Nakashima,Hit,Fore,Cross,Nishioka,Nakashima,4-5,Nishioka,-1.5450000000000004,-13.77,-0.27500000000000036,-13.77,0.35499999999999954,14.370000000000001,-0.27500000000000036,-13.77,0.35499999999999954,14.370000000000001,5
1914,1914,299,256912.0,8.12,-2.39,8.62,-2.39,4.95,26.38,Nakashima,Hit,Fore,Cross,Nishioka,Nakashima,4-5,Nakashima,2.634999999999999,-14.280000000000001,3.134999999999999,-14.280000000000001,-0.5350000000000001,14.489999999999998,3.134999999999999,-14.280000000000001,-0.5350000000000001,14.489999999999998,5
1922,1922,300,257630.0,8.01,-2.11,6.91,-2.11,5.35,25.56,Nakashima,Hit,Back,Cross,Nishioka,Nakashima,4-5,Nishioka,2.5249999999999995,-14.0,1.4249999999999998,-14.0,-0.13500000000000068,13.669999999999998,1.4249999999999998,-14.0,-0.13500000000000068,13.669999999999998,5
1928,1928,301,258334.0,3.34,-1.85,4.21,-1.85,4.65,25.46,Nakashima,Hit,Fore,Cross,Nishioka,Nakashima,4-5,Nishioka,-2.1450000000000005,-13.74,-1.2750000000000004,-13.74,-0.835,13.57,-1.2750000000000004,-13.74,-0.835,13.57,5
1932,1932,301,258426.0,0.8,-1.22,1.94,-1.22,8.4,24.33,Nakashima,Hit,Fore,Cross,Nishioka,Nakashima,4-5,Nishioka,-4.6850000000000005,-13.110000000000001,-3.5450000000000004,-13.110000000000001,2.915,12.439999999999998,-3.5450000000000004,-13.110000000000001,2.915,12.439999999999998,9
1936,1936,301,258505.0,4.62,-1.24,3.96,-1.24,6.09,25.89,Nakashima,Hit,Back,Cross,Nishioka,Nakashima,4-5,Nishioka,-0.8650000000000002,-13.13,-1.5250000000000004,-13.13,0.6049999999999995,14.0,-1.5250000000000004,-13.13,0.6049999999999995,14.0,13
1940,1940,301,258581.0,7.39,-0.59,6.29,-0.59,5.01,26.95,Nakashima,Hit,Back,Cross,Nishioka,Nakashima,4-5,Nishioka,1.9049999999999994,-12.48,0.8049999999999997,-12.48,-0.47500000000000053,15.059999999999999,0.8049999999999997,-12.48,-0.47500000000000053,15.059999999999999,17
1944,1944,301,258670.0,11.05,-0.11,9.36,-0.11,4.19,26.63,Nakashima,Hit,Back,Cross,Nishioka,Nakashima,4-5,Nishioka,5.565,-12.0,3.874999999999999,-12.0,-1.295,14.739999999999998,3.874999999999999,-12.0,-1.295,14.739999999999998,21
1950,1950,303,259804.0,11.55,-5.01,9.82,-5.01,4.98,25.17,Nakashima,Hit,Back,Cross,Nishioka,Nakashima,4-5,Nakashima,6.065,-16.9,4.335,-16.9,-0.5049999999999999,13.280000000000001,4.335,-16.9,-0.5049999999999999,13.280000000000001,5
1954,1954,303,259891.0,3.14,-4.07,4.78,-4.07,5.95,24.14,Nakashima,Hit,Fore,Cross,Nishioka,Nakashima,4-5,Nakashima,-2.345,-15.96,-0.7050000000000001,-15.96,0.46499999999999986,12.25,-0.7050000000000001,-15.96,0.46499999999999986,12.25,9
1958,1958,303,259976.0,4.36,-1.1,5.53,-1.1,6.93,26.52,Nakashima,Hit,Fore,Cross,Nishioka,Nakashima,4-5,Nakashima,-1.125,-12.99,0.04499999999999993,-12.99,1.4449999999999994,14.629999999999999,0.04499999999999993,-12.99,1.4449999999999994,14.629999999999999,13
1962,1962,303,260053.0,5.02,-1.13,4.24,-1.13,7.14,25.87,Nakashima,Hit,Back,Cross,Nishioka,Nakashima,4-5,Nakashima,-0.46500000000000075,-13.02,-1.245,-13.02,1.6549999999999994,13.98,-1.245,-13.02,1.6549999999999994,13.98,17
1966,1966,303,260142.0,11.2,-1.86,9.9,-1.86,4.17,26.01,Nakashima,Hit,Back,Cross,Nishioka,Nakashima,4-5,Nakashima,5.714999999999999,-13.75,4.415,-13.75,-1.3150000000000004,14.120000000000001,4.415,-13.75,-1.3150000000000004,14.120000000000001,21
1974,1974,304,261050.0,3.54,-2.41,4.6,-2.41,5.83,25.74,Nakashima,Hit,Fore,Cross,Nishioka,Nakashima,4-5,Nishioka,-1.9450000000000003,-14.3,-0.8850000000000007,-14.3,0.34499999999999975,13.849999999999998,-0.8850000000000007,-14.3,0.34499999999999975,13.849999999999998,5
1978,1978,304,261129.0,0.46,-1.76,1.92,-1.76,6.56,24.8,Nakashima,Hit,Fore,Cross,Nishioka,Nakashima,4-5,Nishioka,-5.025,-13.65,-3.5650000000000004,-13.65,1.0749999999999993,12.91,-3.5650000000000004,-13.65,1.0749999999999993,12.91,9
1982,1982,304,261207.0,6.16,-1.75,5.64,-1.75,5.44,23.99,Nakashima,Hit,Back,Cross,Nishioka,Nakashima,4-5,Nishioka,0.6749999999999998,-13.64,0.15499999999999936,-13.64,-0.04499999999999993,12.099999999999998,0.15499999999999936,-13.64,-0.04499999999999993,12.099999999999998,13
1986,1986,304,261291.0,3.98,-1.62,4.65,-1.62,5.72,26.08,Nakashima,Hit,Fore,Cross,Nishioka,Nakashima,4-5,Nishioka,-1.5050000000000003,-13.510000000000002,-0.835,-13.510000000000002,0.23499999999999943,14.189999999999998,-0.835,-13.510000000000002,0.23499999999999943,14.189999999999998,17
1990,1990,304,261368.0,2.73,-0.4,3.55,-0.4,7.01,26.18,Nakashima,Hit,Fore,Cross,Nishioka,Nakashima,4-5,Nishioka,-2.7550000000000003,-12.290000000000001,-1.9350000000000005,-12.290000000000001,1.5249999999999995,14.29,-1.9350000000000005,-12.290000000000001,1.5249999999999995,14.29,21
