,index,point,frame,ballx,bally,playerAx,playerAy,playerBx,playerBy,hitplayer,bouncehit,foreback,direction,Server,Returner,Game,winner,ballx_f,bally_f,playerAx_f,playerAy_f,playerBx_f,playerBy_f,hitplayer_x,hitplayer_y,waitplayer_x,waitplayer_y,nth
980,980,160,133811.0,5.94,25.46,5.29,-2.6,4.97,25.46,Nakashima,Hit,Fore,Cross,Nakashima,Nishioka,3-4,Nakashima,0.45500000000000007,13.57,-0.19500000000000028,-14.49,-0.5150000000000006,13.57,-0.5150000000000006,13.57,-0.19500000000000028,-14.49,3
984,984,160,133894.0,2.17,25.66,6.24,-2.73,3.28,25.66,Nakashima,Hit,Back,Cross,Nakashima,Nishioka,3-4,Nakashima,-3.3150000000000004,13.77,0.7549999999999999,-14.620000000000001,-2.2050000000000005,13.77,-2.2050000000000005,13.77,0.7549999999999999,-14.620000000000001,7
988,988,160,133970.0,9.36,25.81,5.0,-2.66,7.63,25.81,Nakashima,Hit,Fore,Cross,Nakashima,Nishioka,3-4,Nakashima,3.874999999999999,13.919999999999998,-0.4850000000000003,-14.55,2.1449999999999996,13.919999999999998,2.1449999999999996,13.919999999999998,-0.4850000000000003,-14.55,11
992,992,160,134075.0,11.8,19.97,3.62,-2.24,10.36,19.97,Nakashima,Hit,Fore,Cross,Nakashima,Nishioka,3-4,Nakashima,6.315,8.079999999999998,-1.8650000000000002,-14.13,4.874999999999999,8.079999999999998,4.874999999999999,8.079999999999998,-1.8650000000000002,-14.13,15
997,997,161,134910.0,2.04,20.33,7.11,-2.64,3.22,20.33,Nakashima,Hit,Back,Cross,Nakashima,Nishioka,3-4,Nakashima,-3.4450000000000003,8.439999999999998,1.625,-14.530000000000001,-2.265,8.439999999999998,-2.265,8.439999999999998,1.625,-14.530000000000001,3
1001,1001,161,134961.0,3.2,15.39,5.55,-2.15,4.77,15.39,Nakashima,Hit,Back,Cross,Nakashima,Nishioka,3-4,Nakashima,-2.285,3.5,0.0649999999999995,-14.040000000000001,-0.7150000000000007,3.5,-0.7150000000000007,3.5,0.0649999999999995,-14.040000000000001,7
1007,1007,163,136478.0,9.42,24.03,2.36,-2.65,8.05,24.03,Nakashima,Hit,Fore,Cross,Nakashima,Nishioka,3-4,Nishioka,3.9349999999999996,12.14,-3.1250000000000004,-14.540000000000001,2.5650000000000004,12.14,2.5650000000000004,12.14,-3.1250000000000004,-14.540000000000001,3
1011,1011,163,136548.0,9.11,24.87,4.45,-2.98,7.7,24.87,Nakashima,Hit,Fore,Cross,Nakashima,Nishioka,3-4,Nishioka,3.624999999999999,12.98,-1.0350000000000001,-14.870000000000001,2.215,12.98,2.215,12.98,-1.0350000000000001,-14.870000000000001,7
1015,1015,163,136624.0,1.76,25.6,5.64,-0.86,3.18,25.6,Nakashima,Hit,Back,Cross,Nakashima,Nishioka,3-4,Nishioka,-3.7250000000000005,13.71,0.15499999999999936,-12.75,-2.305,13.71,-2.305,13.71,0.15499999999999936,-12.75,11
1019,1019,163,136700.0,0.79,25.29,6.97,-1.14,2.31,25.29,Nakashima,Hit,Back,Cross,Nakashima,Nishioka,3-4,Nishioka,-4.695,13.399999999999999,1.4849999999999994,-13.030000000000001,-3.1750000000000003,13.399999999999999,-3.1750000000000003,13.399999999999999,1.4849999999999994,-13.030000000000001,15
1023,1023,163,136778.0,9.29,26.05,7.35,-1.85,7.13,26.05,Nakashima,Hit,Fore,Cross,Nakashima,Nishioka,3-4,Nishioka,3.804999999999999,14.16,1.8649999999999993,-13.74,1.6449999999999996,14.16,1.6449999999999996,14.16,1.8649999999999993,-13.74,19
1030,1030,164,137928.0,1.31,23.23,7.17,-3.64,2.81,23.23,Nakashima,Hit,Back,Cross,Nakashima,Nishioka,3-4,Nishioka,-4.175000000000001,11.34,1.6849999999999996,-15.530000000000001,-2.6750000000000003,11.34,-2.6750000000000003,11.34,1.6849999999999996,-15.530000000000001,3
1036,1036,167,139704.0,4.52,24.53,9.76,-4.0,3.61,24.53,Nakashima,Hit,Fore,Cross,Nakashima,Nishioka,3-4,Nishioka,-0.9650000000000007,12.64,4.2749999999999995,-15.89,-1.8750000000000004,12.64,-1.8750000000000004,12.64,4.2749999999999995,-15.89,3
1040,1040,167,139791.0,3.58,25.47,6.17,-1.1,4.44,25.47,Nakashima,Hit,Back,Cross,Nakashima,Nishioka,3-4,Nishioka,-1.9050000000000002,13.579999999999998,0.6849999999999996,-12.99,-1.045,13.579999999999998,-1.045,13.579999999999998,0.6849999999999996,-12.99,7
1044,1044,167,139862.0,3.19,24.73,5.85,-1.88,4.46,24.73,Nakashima,Hit,Back,Cross,Nakashima,Nishioka,3-4,Nishioka,-2.2950000000000004,12.84,0.3649999999999993,-13.77,-1.0250000000000004,12.84,-1.0250000000000004,12.84,0.3649999999999993,-13.77,11
1048,1048,167,139940.0,2.77,25.96,5.66,-1.12,4.02,25.96,Nakashima,Hit,Back,Cross,Nakashima,Nishioka,3-4,Nishioka,-2.7150000000000003,14.07,0.17499999999999982,-13.010000000000002,-1.4650000000000007,14.07,-1.4650000000000007,14.07,0.17499999999999982,-13.010000000000002,15
1064,1064,172,143226.0,6.09,25.18,5.18,-2.7,5.14,25.18,Nakashima,Hit,Fore,Cross,Nishioka,Nakashima,4-4,Nakashima,0.6049999999999995,13.29,-0.3050000000000006,-14.59,-0.34500000000000064,13.29,-0.34500000000000064,13.29,-0.3050000000000006,-14.59,5
1068,1068,172,143399.0,5.31,25.69,5.39,-4.27,4.5,25.69,Nakashima,Hit,Fore,Cross,Nishioka,Nakashima,4-4,Nakashima,-0.1750000000000007,13.8,-0.09500000000000064,-16.16,-0.9850000000000003,13.8,-0.9850000000000003,13.8,-0.09500000000000064,-16.16,9
1072,1072,172,143481.0,9.85,24.53,4.32,-3.36,8.53,24.53,Nakashima,Hit,Fore,Cross,Nishioka,Nakashima,4-4,Nakashima,4.364999999999999,12.64,-1.165,-15.25,3.044999999999999,12.64,3.044999999999999,12.64,-1.165,-15.25,13
1076,1076,172,143570.0,10.07,24.73,3.64,-3.05,8.45,24.73,Nakashima,Hit,Fore,Cross,Nishioka,Nakashima,4-4,Nakashima,4.585,12.84,-1.8450000000000002,-14.940000000000001,2.964999999999999,12.84,2.964999999999999,12.84,-1.8450000000000002,-14.940000000000001,17
1080,1080,172,143661.0,3.53,22.17,4.12,-2.72,4.54,22.17,Nakashima,Hit,Back,Cross,Nishioka,Nakashima,4-4,Nakashima,-1.9550000000000005,10.280000000000001,-1.3650000000000002,-14.610000000000001,-0.9450000000000003,10.280000000000001,-0.9450000000000003,10.280000000000001,-1.3650000000000002,-14.610000000000001,21
1084,1084,172,143721.0,3.43,18.0,3.54,-3.02,4.44,18.0,Nakashima,Hit,Back,Cross,Nishioka,Nakashima,4-4,Nakashima,-2.055,6.109999999999999,-1.9450000000000003,-14.91,-1.045,6.109999999999999,-1.045,6.109999999999999,-1.9450000000000003,-14.91,25
1088,1088,172,143826.0,1.85,-5.14,3.29,-5.14,2.97,14.44,Nakashima,Hit,Fore,Cross,Nishioka,Nakashima,4-4,Nakashima,-3.6350000000000002,-17.03,-2.1950000000000003,-17.03,-2.515,2.549999999999999,-2.1950000000000003,-17.03,-2.515,2.549999999999999,29
1095,1095,173,144624.0,0.99,27.44,5.48,-0.98,3.02,27.44,Nakashima,Hit,Back,Cross,Nishioka,Nakashima,4-4,Nishioka,-4.495,15.55,-0.004999999999999893,-12.870000000000001,-2.4650000000000003,15.55,-2.4650000000000003,15.55,-0.004999999999999893,-12.870000000000001,5
1104,1104,175,145753.0,8.22,25.02,4.1,-1.68,7.13,25.02,Nakashima,Hit,Fore,Cross,Nishioka,Nakashima,4-4,Nishioka,2.7350000000000003,13.129999999999999,-1.3850000000000007,-13.57,1.6449999999999996,13.129999999999999,1.6449999999999996,13.129999999999999,-1.3850000000000007,-13.57,5
1108,1108,175,145830.0,10.39,25.11,3.78,-2.31,9.08,25.11,Nakashima,Hit,Fore,Cross,Nishioka,Nakashima,4-4,Nishioka,4.905,13.219999999999999,-1.7050000000000005,-14.200000000000001,3.5949999999999998,13.219999999999999,3.5949999999999998,13.219999999999999,-1.7050000000000005,-14.200000000000001,9
1112,1112,175,145900.0,10.55,25.38,2.44,-1.33,8.78,25.38,Nakashima,Hit,Fore,Cross,Nishioka,Nakashima,4-4,Nishioka,5.065,13.489999999999998,-3.0450000000000004,-13.22,3.294999999999999,13.489999999999998,3.294999999999999,13.489999999999998,-3.0450000000000004,-13.22,13
1116,1116,175,145989.0,10.61,24.5,3.65,-2.38,9.15,24.5,Nakashima,Hit,Fore,Cross,Nishioka,Nakashima,4-4,Nishioka,5.124999999999999,12.61,-1.8350000000000004,-14.27,3.665,12.61,3.665,12.61,-1.8350000000000004,-14.27,17
1124,1124,180,151436.0,2.4,-2.2,3.81,-2.2,8.7,24.35,Nakashima,Hit,Fore,Cross,Nakashima,Nishioka,4-5,Nishioka,-3.0850000000000004,-14.09,-1.6750000000000003,-14.09,3.214999999999999,12.46,-1.6750000000000003,-14.09,3.214999999999999,12.46,3
1128,1128,180,151523.0,9.73,-2.35,8.21,-2.35,5.05,25.15,Nakashima,Hit,Back,Cross,Nakashima,Nishioka,4-5,Nishioka,4.245,-14.24,2.7250000000000005,-14.24,-0.4350000000000005,13.259999999999998,2.7250000000000005,-14.24,-0.4350000000000005,13.259999999999998,7
1135,1135,181,152660.0,8.76,-1.59,7.46,-1.59,4.73,25.83,Nakashima,Hit,Back,Cross,Nakashima,Nishioka,4-5,Nakashima,3.2749999999999995,-13.48,1.9749999999999996,-13.48,-0.7549999999999999,13.939999999999998,1.9749999999999996,-13.48,-0.7549999999999999,13.939999999999998,3
1139,1139,181,152757.0,6.07,-0.33,6.88,-0.33,5.52,27.44,Nakashima,Hit,Fore,Cross,Nakashima,Nishioka,4-5,Nakashima,0.585,-12.22,1.3949999999999996,-12.22,0.034999999999999254,15.55,1.3949999999999996,-12.22,0.034999999999999254,15.55,7
1143,1143,181,152844.0,5.4,-1.09,6.42,-1.09,7.99,27.32,Nakashima,Hit,Fore,Cross,Nakashima,Nishioka,4-5,Nakashima,-0.08499999999999996,-12.98,0.9349999999999996,-12.98,2.505,15.43,0.9349999999999996,-12.98,2.505,15.43,11
1152,1152,185,155190.0,4.98,-0.72,5.74,-0.72,8.77,25.61,Nakashima,Hit,Fore,Cross,Nakashima,Nishioka,4-5,Nakashima,-0.5049999999999999,-12.610000000000001,0.2549999999999999,-12.610000000000001,3.2849999999999993,13.719999999999999,0.2549999999999999,-12.610000000000001,3.2849999999999993,13.719999999999999,3
1156,1156,185,155293.0,9.06,0.66,7.98,0.66,5.07,26.08,Nakashima,Hit,Back,Cross,Nakashima,Nishioka,4-5,Nakashima,3.575,-11.23,2.495,-11.23,-0.41500000000000004,14.189999999999998,2.495,-11.23,-0.41500000000000004,14.189999999999998,7
1160,1160,185,155364.0,0.91,-0.44,2.31,-0.44,8.22,26.08,Nakashima,Hit,Fore,Cross,Nakashima,Nishioka,4-5,Nakashima,-4.575,-12.33,-3.1750000000000003,-12.33,2.7350000000000003,14.189999999999998,-3.1750000000000003,-12.33,2.7350000000000003,14.189999999999998,11
1169,1169,186,156392.0,10.7,-1.6,9.25,-1.6,5.0,25.45,Nakashima,Hit,Back,Cross,Nishioka,Nakashima,5-5,Nishioka,5.214999999999999,-13.49,3.7649999999999997,-13.49,-0.4850000000000003,13.559999999999999,3.7649999999999997,-13.49,-0.4850000000000003,13.559999999999999,5
1173,1173,186,156492.0,7.39,-0.81,8.17,-0.81,4.96,26.98,Nakashima,Hit,Fore,Cross,Nishioka,Nakashima,5-5,Nishioka,1.9049999999999994,-12.700000000000001,2.6849999999999996,-12.700000000000001,-0.5250000000000004,15.09,2.6849999999999996,-12.700000000000001,-0.5250000000000004,15.09,9
1177,1177,186,156568.0,1.49,0.24,2.66,0.24,6.45,26.07,Nakashima,Hit,Fore,Cross,Nishioka,Nakashima,5-5,Nishioka,-3.995,-11.65,-2.825,-11.65,0.9649999999999999,14.18,-2.825,-11.65,0.9649999999999999,14.18,13
1181,1181,186,156641.0,0.83,-0.24,2.38,-0.24,-15.95,-35.17,Nakashima,Hit,Fore,Cross,Nishioka,Nakashima,5-5,Nishioka,-4.655,-12.13,-3.1050000000000004,-12.13,-21.435,-47.06,-3.1050000000000004,-12.13,-21.435,-47.06,17
1185,1185,186,156742.0,-0.12,-3.91,2.16,-3.91,7.87,24.53,Nakashima,Hit,Fore,Cross,Nishioka,Nakashima,5-5,Nishioka,-5.605,-15.8,-3.325,-15.8,2.385,12.64,-3.325,-15.8,2.385,12.64,21
1189,1189,186,156822.0,0.38,-1.97,1.69,-1.97,7.5,24.28,Nakashima,Hit,Fore,Cross,Nishioka,Nakashima,5-5,Nishioka,-5.105,-13.860000000000001,-3.7950000000000004,-13.860000000000001,2.0149999999999997,12.39,-3.7950000000000004,-13.860000000000001,2.0149999999999997,12.39,25
1193,1193,186,156918.0,2.18,-1.66,3.69,-1.66,6.44,26.78,Nakashima,Hit,Fore,Cross,Nishioka,Nakashima,5-5,Nishioka,-3.305,-13.55,-1.7950000000000004,-13.55,0.9550000000000001,14.89,-1.7950000000000004,-13.55,0.9550000000000001,14.89,29
1197,1197,186,156999.0,7.89,1.32,6.89,1.32,4.63,26.78,Nakashima,Hit,Back,Cross,Nishioka,Nakashima,5-5,Nishioka,2.4049999999999994,-10.57,1.4049999999999994,-10.57,-0.8550000000000004,14.89,1.4049999999999994,-10.57,-0.8550000000000004,14.89,33
1203,1203,188,157908.0,5.43,-0.6,6.03,-0.6,5.29,26.13,Nakashima,Hit,Fore,Cross,Nishioka,Nakashima,5-5,Nakashima,-0.055000000000000604,-12.49,0.5449999999999999,-12.49,-0.19500000000000028,14.239999999999998,0.5449999999999999,-12.49,-0.19500000000000028,14.239999999999998,5
1212,1212,191,159968.0,2.56,-2.87,3.83,-2.87,6.1,26.15,Nakashima,Hit,Fore,Cross,Nishioka,Nakashima,5-5,Nishioka,-2.9250000000000003,-14.760000000000002,-1.6550000000000002,-14.760000000000002,0.6149999999999993,14.259999999999998,-1.6550000000000002,-14.760000000000002,0.6149999999999993,14.259999999999998,5
1216,1216,191,160043.0,2.38,-1.42,3.93,-1.42,7.91,25.34,Nakashima,Hit,Fore,Cross,Nishioka,Nakashima,5-5,Nishioka,-3.1050000000000004,-13.31,-1.5550000000000002,-13.31,2.425,13.45,-1.5550000000000002,-13.31,2.425,13.45,9
1220,1220,191,160117.0,9.63,-1.82,8.56,-1.82,4.11,25.12,Nakashima,Hit,Back,Cross,Nishioka,Nakashima,5-5,Nishioka,4.1450000000000005,-13.71,3.075,-13.71,-1.375,13.23,3.075,-13.71,-1.375,13.23,13
1224,1224,191,160200.0,10.93,-1.42,9.38,-1.42,4.55,25.94,Nakashima,Hit,Back,Cross,Nishioka,Nakashima,5-5,Nishioka,5.444999999999999,-13.31,3.8950000000000005,-13.31,-0.9350000000000005,14.05,3.8950000000000005,-13.31,-0.9350000000000005,14.05,17
1228,1228,191,160337.0,5.56,-2.4,6.38,-2.4,5.63,27.03,Nakashima,Hit,Fore,Cross,Nishioka,Nakashima,5-5,Nishioka,0.07499999999999929,-14.290000000000001,0.8949999999999996,-14.290000000000001,0.14499999999999957,15.14,0.8949999999999996,-14.290000000000001,0.14499999999999957,15.14,21
1233,1233,195,166521.0,5.59,25.22,3.53,-1.42,6.52,25.22,Nakashima,Hit,Back,Cross,Nakashima,Nishioka,5-6,Nishioka,0.10499999999999954,13.329999999999998,-1.9550000000000005,-13.31,1.0349999999999993,13.329999999999998,1.0349999999999993,13.329999999999998,-1.9550000000000005,-13.31,3
1237,1237,195,166600.0,1.01,26.15,6.22,-2.91,2.19,26.15,Nakashima,Hit,Back,Cross,Nakashima,Nishioka,5-6,Nishioka,-4.4750000000000005,14.259999999999998,0.7349999999999994,-14.8,-3.2950000000000004,14.259999999999998,-3.2950000000000004,14.259999999999998,0.7349999999999994,-14.8,7
1241,1241,195,166687.0,8.25,26.33,5.23,-3.52,6.57,26.33,Nakashima,Hit,Fore,Cross,Nakashima,Nishioka,5-6,Nishioka,2.7649999999999997,14.439999999999998,-0.2549999999999999,-15.41,1.085,14.439999999999998,1.085,14.439999999999998,-0.2549999999999999,-15.41,11
1245,1245,195,166763.0,10.23,24.54,3.75,-2.86,8.73,24.54,Nakashima,Hit,Fore,Cross,Nakashima,Nishioka,5-6,Nishioka,4.745,12.649999999999999,-1.7350000000000003,-14.75,3.245,12.649999999999999,3.245,12.649999999999999,-1.7350000000000003,-14.75,15
1249,1249,195,166843.0,8.32,25.94,4.41,-2.46,7.14,25.94,Nakashima,Hit,Fore,Cross,Nakashima,Nishioka,5-6,Nishioka,2.835,14.05,-1.0750000000000002,-14.350000000000001,1.6549999999999994,14.05,1.6549999999999994,14.05,-1.0750000000000002,-14.350000000000001,19
1253,1253,195,166921.0,8.71,26.17,5.17,-2.14,7.17,26.17,Nakashima,Hit,Fore,Cross,Nakashima,Nishioka,5-6,Nishioka,3.2250000000000005,14.280000000000001,-0.3150000000000004,-14.030000000000001,1.6849999999999996,14.280000000000001,1.6849999999999996,14.280000000000001,-0.3150000000000004,-14.030000000000001,23
1257,1257,195,167002.0,10.9,24.47,3.66,-1.92,9.65,24.47,Nakashima,Hit,Fore,Cross,Nakashima,Nishioka,5-6,Nishioka,5.415,12.579999999999998,-1.8250000000000002,-13.81,4.165,12.579999999999998,4.165,12.579999999999998,-1.8250000000000002,-13.81,27
1261,1261,195,167090.0,2.2,26.17,4.05,-1.23,3.41,26.17,Nakashima,Hit,Back,Cross,Nakashima,Nishioka,5-6,Nishioka,-3.285,14.280000000000001,-1.4350000000000005,-13.120000000000001,-2.075,14.280000000000001,-2.075,14.280000000000001,-1.4350000000000005,-13.120000000000001,31
1265,1265,195,167188.0,5.5,21.06,8.35,-3.9,4.48,21.06,Nakashima,Hit,Fore,Cross,Nakashima,Nishioka,5-6,Nishioka,0.01499999999999968,9.169999999999998,2.8649999999999993,-15.790000000000001,-1.005,9.169999999999998,-1.005,9.169999999999998,2.8649999999999993,-15.790000000000001,35
1269,1269,195,167260.0,8.7,15.69,0.52,-4.41,7.6,15.69,Nakashima,Hit,Fore,Cross,Nakashima,Nishioka,5-6,Nishioka,3.214999999999999,3.799999999999999,-4.965,-16.3,2.1149999999999993,3.799999999999999,2.1149999999999993,3.799999999999999,-4.965,-16.3,39
1276,1276,197,168550.0,-0.77,23.96,6.8,-3.62,1.03,23.96,Nakashima,Hit,Back,Cross,Nakashima,Nishioka,5-6,Nishioka,-6.255000000000001,12.07,1.3149999999999995,-15.510000000000002,-4.455,12.07,-4.455,12.07,1.3149999999999995,-15.510000000000002,3
1280,1280,197,168632.0,1.54,24.63,-20.68,-38.35,2.81,24.63,Nakashima,Hit,Back,Cross,Nakashima,Nishioka,5-6,Nishioka,-3.9450000000000003,12.739999999999998,-26.165,-50.24,-2.6750000000000003,12.739999999999998,-2.6750000000000003,12.739999999999998,-26.165,-50.24,7
1284,1284,198,169557.0,6.46,24.78,5.46,-4.03,5.26,24.78,Nakashima,Hit,Fore,Cross,Nakashima,Nishioka,5-6,Nakashima,0.9749999999999996,12.89,-0.025000000000000355,-15.920000000000002,-0.22500000000000053,12.89,-0.22500000000000053,12.89,-0.025000000000000355,-15.920000000000002,3
1288,1288,198,169642.0,4.57,22.14,2.85,-3.27,5.59,22.14,Nakashima,Hit,Back,Cross,Nakashima,Nishioka,5-6,Nakashima,-0.915,10.25,-2.6350000000000002,-15.16,0.10499999999999954,10.25,0.10499999999999954,10.25,-2.6350000000000002,-15.16,7
1293,1293,200,170750.0,9.61,25.28,5.03,-2.94,7.94,25.28,Nakashima,Hit,Fore,Cross,Nakashima,Nishioka,5-6,Nakashima,4.124999999999999,13.39,-0.45500000000000007,-14.83,2.455,13.39,2.455,13.39,-0.45500000000000007,-14.83,3
1299,1299,202,171779.0,4.57,23.44,3.26,-1.36,5.62,23.44,Nakashima,Hit,Back,Cross,Nakashima,Nishioka,5-6,Nishioka,-0.915,11.55,-2.2250000000000005,-13.25,0.1349999999999998,11.55,0.1349999999999998,11.55,-2.2250000000000005,-13.25,3
1304,1304,204,173169.0,10.01,22.3,2.88,-1.93,8.18,22.3,Nakashima,Hit,Fore,Cross,Nakashima,Nishioka,5-6,Nakashima,4.5249999999999995,10.41,-2.6050000000000004,-13.82,2.6949999999999994,10.41,2.6949999999999994,10.41,-2.6050000000000004,-13.82,3
1308,1308,204,173252.0,4.51,20.98,5.84,-1.74,5.48,20.98,Nakashima,Hit,Back,Cross,Nakashima,Nishioka,5-6,Nakashima,-0.9750000000000005,9.09,0.35499999999999954,-13.63,-0.004999999999999893,9.09,-0.004999999999999893,9.09,0.35499999999999954,-13.63,7
1312,1312,204,173307.0,8.29,17.13,10.69,-2.55,7.12,17.13,Nakashima,Hit,Fore,Cross,Nakashima,Nishioka,5-6,Nakashima,2.804999999999999,5.239999999999998,5.204999999999999,-14.440000000000001,1.6349999999999998,5.239999999999998,1.6349999999999998,5.239999999999998,5.204999999999999,-14.440000000000001,11
1320,1320,206,175059.0,2.43,26.27,5.4,-1.97,3.52,26.27,Nakashima,Hit,Back,Cross,Nishioka,Nakashima,6-6,Nishioka,-3.055,14.379999999999999,-0.08499999999999996,-13.860000000000001,-1.9650000000000003,14.379999999999999,-1.9650000000000003,14.379999999999999,-0.08499999999999996,-13.860000000000001,5
1324,1324,206,175147.0,-0.18,26.75,5.15,0.73,2.05,26.75,Nakashima,Hit,Back,Cross,Nishioka,Nakashima,6-6,Nishioka,-5.665,14.86,-0.33499999999999996,-11.16,-3.4350000000000005,14.86,-3.4350000000000005,14.86,-0.33499999999999996,-11.16,9
1331,1331,207,175998.0,5.88,23.74,7.99,-3.57,4.73,23.74,Nakashima,Hit,Fore,Cross,Nakashima,Nishioka,6-6,Nakashima,0.3949999999999996,11.849999999999998,2.505,-15.46,-0.7549999999999999,11.849999999999998,-0.7549999999999999,11.849999999999998,2.505,-15.46,3
1340,1340,209,177910.0,10.01,26.39,4.78,-1.02,8.75,26.39,Nakashima,Hit,Fore,Cross,Nishioka,Nakashima,6-6,Nishioka,4.5249999999999995,14.5,-0.7050000000000001,-12.91,3.2649999999999997,14.5,3.2649999999999997,14.5,-0.7050000000000001,-12.91,5
1349,1349,210,178600.0,-1.27,26.53,5.21,3.45,1.82,26.53,Nakashima,Hit,Back,Cross,Nishioka,Nakashima,6-6,Nishioka,-6.755000000000001,14.64,-0.27500000000000036,-8.440000000000001,-3.665,14.64,-3.665,14.64,-0.27500000000000036,-8.440000000000001,5
1353,1353,211,179478.0,7.64,24.39,7.14,-2.89,6.53,24.39,Nakashima,Hit,Fore,Cross,Nakashima,Nishioka,6-6,Nakashima,2.1549999999999994,12.5,1.6549999999999994,-14.780000000000001,1.045,12.5,1.045,12.5,1.6549999999999994,-14.780000000000001,3
1357,1357,211,179560.0,9.21,24.92,3.99,-2.67,7.75,24.92,Nakashima,Hit,Fore,Cross,Nakashima,Nishioka,6-6,Nakashima,3.7250000000000005,13.030000000000001,-1.495,-14.56,2.2649999999999997,13.030000000000001,2.2649999999999997,13.030000000000001,-1.495,-14.56,7
1361,1361,211,179637.0,9.43,24.91,3.62,-2.61,8.28,24.91,Nakashima,Hit,Fore,Cross,Nakashima,Nishioka,6-6,Nakashima,3.9449999999999994,13.02,-1.8650000000000002,-14.5,2.794999999999999,13.02,2.794999999999999,13.02,-1.8650000000000002,-14.5,11
1367,1367,213,181463.0,3.69,-1.75,4.88,-1.75,8.5,24.18,Nakashima,Hit,Fore,Cross,Nakashima,Nishioka,6-6,Nishioka,-1.7950000000000004,-13.64,-0.6050000000000004,-13.64,3.0149999999999997,12.29,-0.6050000000000004,-13.64,3.0149999999999997,12.29,3
1371,1371,213,181553.0,9.99,-1.81,8.62,-1.81,4.31,26.03,Nakashima,Hit,Back,Cross,Nakashima,Nishioka,6-6,Nishioka,4.505,-13.700000000000001,3.134999999999999,-13.700000000000001,-1.1750000000000007,14.14,3.134999999999999,-13.700000000000001,-1.1750000000000007,14.14,7
1375,1375,213,181635.0,8.55,-0.56,7.63,-0.56,3.6,25.58,Nakashima,Hit,Back,Cross,Nakashima,Nishioka,6-6,Nishioka,3.0650000000000004,-12.450000000000001,2.1449999999999996,-12.450000000000001,-1.8850000000000002,13.689999999999998,2.1449999999999996,-12.450000000000001,-1.8850000000000002,13.689999999999998,11
1379,1379,213,181711.0,2.86,-0.39,4.15,-0.39,6.1,26.49,Nakashima,Hit,Fore,Cross,Nakashima,Nishioka,6-6,Nishioka,-2.6250000000000004,-12.280000000000001,-1.335,-12.280000000000001,0.6149999999999993,14.599999999999998,-1.335,-12.280000000000001,0.6149999999999993,14.599999999999998,15
1383,1383,213,181789.0,4.03,-1.62,5.17,-1.62,7.62,25.92,Nakashima,Hit,Fore,Cross,Nakashima,Nishioka,6-6,Nishioka,-1.455,-13.510000000000002,-0.3150000000000004,-13.510000000000002,2.135,14.030000000000001,-0.3150000000000004,-13.510000000000002,2.135,14.030000000000001,19
1387,1387,213,181882.0,10.46,-0.33,9.08,-0.33,4.08,26.55,Nakashima,Hit,Back,Cross,Nakashima,Nishioka,6-6,Nishioka,4.9750000000000005,-12.22,3.5949999999999998,-12.22,-1.4050000000000002,14.66,3.5949999999999998,-12.22,-1.4050000000000002,14.66,23
1393,1393,215,183058.0,8.42,-0.15,7.52,-0.15,4.72,26.02,Nakashima,Hit,Back,Cross,Nishioka,Nakashima,6-6,Nishioka,2.9349999999999996,-12.040000000000001,2.0349999999999993,-12.040000000000001,-0.7650000000000006,14.129999999999999,2.0349999999999993,-12.040000000000001,-0.7650000000000006,14.129999999999999,5
1397,1397,215,183140.0,3.19,-2.58,4.4,-2.58,5.02,26.75,Nakashima,Hit,Fore,Cross,Nishioka,Nakashima,6-6,Nishioka,-2.2950000000000004,-14.47,-1.085,-14.47,-0.46500000000000075,14.86,-1.085,-14.47,-0.46500000000000075,14.86,9
1401,1401,215,183218.0,4.15,-1.0,5.38,-1.0,6.11,26.58,Nakashima,Hit,Fore,Cross,Nishioka,Nakashima,6-6,Nishioka,-1.335,-12.89,-0.10500000000000043,-12.89,0.625,14.689999999999998,-0.10500000000000043,-12.89,0.625,14.689999999999998,13
1405,1405,215,183303.0,3.68,-3.08,5.16,-3.08,5.72,27.02,Nakashima,Hit,Fore,Cross,Nishioka,Nakashima,6-6,Nishioka,-1.8050000000000002,-14.97,-0.3250000000000002,-14.97,0.23499999999999943,15.129999999999999,-0.3250000000000002,-14.97,0.23499999999999943,15.129999999999999,17
1409,1409,215,183403.0,4.79,5.93,6.32,5.93,6.71,25.5,Nakashima,Hit,Fore,Cross,Nishioka,Nakashima,6-6,Nishioka,-0.6950000000000003,-5.960000000000001,0.835,-5.960000000000001,1.2249999999999996,13.61,0.835,-5.960000000000001,1.2249999999999996,13.61,21
1413,1413,215,183462.0,6.09,6.33,6.91,6.33,8.01,25.05,Nakashima,Hit,Fore,Cross,Nishioka,Nakashima,6-6,Nishioka,0.6049999999999995,-5.5600000000000005,1.4249999999999998,-5.5600000000000005,2.5249999999999995,13.16,1.4249999999999998,-5.5600000000000005,2.5249999999999995,13.16,25
1417,1417,215,183537.0,0.7,3.32,2.55,3.32,1.66,23.75,Nakashima,Hit,Fore,Cross,Nishioka,Nakashima,6-6,Nishioka,-4.785,-8.57,-2.9350000000000005,-8.57,-3.825,11.86,-2.9350000000000005,-8.57,-3.825,11.86,29
1423,1423,216,184571.0,2.04,-1.87,3.46,-1.87,6.17,25.79,Nakashima,Hit,Fore,Cross,Nishioka,Nakashima,6-6,Nishioka,-3.4450000000000003,-13.760000000000002,-2.0250000000000004,-13.760000000000002,0.6849999999999996,13.899999999999999,-2.0250000000000004,-13.760000000000002,0.6849999999999996,13.899999999999999,5
